| time  |reset|ARegister|DRegister|RAM64[16]|RAM64[17]|
| 1     |  0  |      16 |       0 |       0 |       0 |
| 2     |  0  |      16 |       0 |       1 |       0 |
| 3     |  0  |      17 |       0 |       1 |       0 |
| 4     |  0  |      17 |       0 |       1 |       0 |
| 5     |  0  |      16 |       0 |       1 |       0 |
| 6     |  0  |      16 |       1 |       1 |       0 |
| 7     |  0  |     100 |       1 |       1 |       0 |
| 8     |  0  |     100 |     -99 |       1 |       0 |
| 9     |  0  |      18 |     -99 |       1 |       0 |
| 10    |  0  |      18 |     -99 |       1 |       0 |
| 11    |  0  |      16 |     -99 |       1 |       0 |
| 12    |  0  |      16 |       1 |       1 |       0 |
| 13    |  0  |      17 |       1 |       1 |       0 |
| 14    |  0  |      17 |       1 |       1 |       1 |
| 15    |  0  |      16 |       1 |       1 |       1 |
| 16    |  0  |      16 |       1 |       2 |       1 |
| 17    |  0  |       4 |       1 |       2 |       1 |
| 18    |  0  |       4 |       1 |       2 |       1 |
| 19    |  0  |      16 |       1 |       2 |       1 |
| 20    |  0  |      16 |       2 |       2 |       1 |
| 21    |  0  |     100 |       2 |       2 |       1 |
| 22    |  0  |     100 |     -98 |       2 |       1 |
| 23    |  0  |      18 |     -98 |       2 |       1 |
| 24    |  0  |      18 |     -98 |       2 |       1 |
| 25    |  0  |      16 |     -98 |       2 |       1 |
| 26    |  0  |      16 |       2 |       2 |       1 |
| 27    |  0  |      17 |       2 |       2 |       1 |
| 28    |  0  |      17 |       2 |       2 |       3 |
| 29    |  0  |      16 |       2 |       2 |       3 |
| 30    |  0  |      16 |       2 |       3 |       3 |
| 31    |  0  |       4 |       2 |       3 |       3 |
| 32    |  0  |       4 |       2 |       3 |       3 |
| 33    |  0  |      16 |       2 |       3 |       3 |
| 34    |  0  |      16 |       3 |       3 |       3 |
| 35    |  0  |     100 |       3 |       3 |       3 |
| 36    |  0  |     100 |     -97 |       3 |       3 |
| 37    |  0  |      18 |     -97 |       3 |       3 |
| 38    |  0  |      18 |     -97 |       3 |       3 |
| 39    |  0  |      16 |     -97 |       3 |       3 |
| 40    |  0  |      16 |       3 |       3 |       3 |
| 41    |  0  |      17 |       3 |       3 |       3 |
| 42    |  0  |      17 |       3 |       3 |       6 |
| 43    |  0  |      16 |       3 |       3 |       6 |
| 44    |  0  |      16 |       3 |       4 |       6 |
| 45    |  0  |       4 |       3 |       4 |       6 |
| 46    |  0  |       4 |       3 |       4 |       6 |
| 47    |  0  |      16 |       3 |       4 |       6 |
| 48    |  0  |      16 |       4 |       4 |       6 |
| 49    |  0  |     100 |       4 |       4 |       6 |
| 50    |  0  |     100 |     -96 |       4 |       6 |
| 51    |  0  |      18 |     -96 |       4 |       6 |
| 52    |  0  |      18 |     -96 |       4 |       6 |
| 53    |  0  |      16 |     -96 |       4 |       6 |
| 54    |  0  |      16 |       4 |       4 |       6 |
| 55    |  0  |      17 |       4 |       4 |       6 |
| 56    |  0  |      17 |       4 |       4 |      10 |
| 57    |  0  |      16 |       4 |       4 |      10 |
| 58    |  0  |      16 |       4 |       5 |      10 |
| 59    |  0  |       4 |       4 |       5 |      10 |
| 60    |  0  |       4 |       4 |       5 |      10 |
| 61    |  0  |      16 |       4 |       5 |      10 |
| 62    |  0  |      16 |       5 |       5 |      10 |
| 63    |  0  |     100 |       5 |       5 |      10 |
| 64    |  0  |     100 |     -95 |       5 |      10 |
| 65    |  0  |      18 |     -95 |       5 |      10 |
| 66    |  0  |      18 |     -95 |       5 |      10 |
| 67    |  0  |      16 |     -95 |       5 |      10 |
| 68    |  0  |      16 |       5 |       5 |      10 |
| 69    |  0  |      17 |       5 |       5 |      10 |
| 70    |  0  |      17 |       5 |       5 |      15 |
| 71    |  0  |      16 |       5 |       5 |      15 |
| 72    |  0  |      16 |       5 |       6 |      15 |
| 73    |  0  |       4 |       5 |       6 |      15 |
| 74    |  0  |       4 |       5 |       6 |      15 |
| 75    |  0  |      16 |       5 |       6 |      15 |
| 76    |  0  |      16 |       6 |       6 |      15 |
| 77    |  0  |     100 |       6 |       6 |      15 |
| 78    |  0  |     100 |     -94 |       6 |      15 |
| 79    |  0  |      18 |     -94 |       6 |      15 |
| 80    |  0  |      18 |     -94 |       6 |      15 |
| 81    |  0  |      16 |     -94 |       6 |      15 |
| 82    |  0  |      16 |       6 |       6 |      15 |
| 83    |  0  |      17 |       6 |       6 |      15 |
| 84    |  0  |      17 |       6 |       6 |      21 |
| 85    |  0  |      16 |       6 |       6 |      21 |
| 86    |  0  |      16 |       6 |       7 |      21 |
| 87    |  0  |       4 |       6 |       7 |      21 |
| 88    |  0  |       4 |       6 |       7 |      21 |
| 89    |  0  |      16 |       6 |       7 |      21 |
| 90    |  0  |      16 |       7 |       7 |      21 |
| 91    |  0  |     100 |       7 |       7 |      21 |
| 92    |  0  |     100 |     -93 |       7 |      21 |
| 93    |  0  |      18 |     -93 |       7 |      21 |
| 94    |  0  |      18 |     -93 |       7 |      21 |
| 95    |  0  |      16 |     -93 |       7 |      21 |
| 96    |  0  |      16 |       7 |       7 |      21 |
| 97    |  0  |      17 |       7 |       7 |      21 |
| 98    |  0  |      17 |       7 |       7 |      28 |
| 99    |  0  |      16 |       7 |       7 |      28 |
| 100   |  0  |      16 |       7 |       8 |      28 |
| 101   |  0  |       4 |       7 |       8 |      28 |
| 102   |  0  |       4 |       7 |       8 |      28 |
| 103   |  0  |      16 |       7 |       8 |      28 |
| 104   |  0  |      16 |       8 |       8 |      28 |
| 105   |  0  |     100 |       8 |       8 |      28 |
| 106   |  0  |     100 |     -92 |       8 |      28 |
| 107   |  0  |      18 |     -92 |       8 |      28 |
| 108   |  0  |      18 |     -92 |       8 |      28 |
| 109   |  0  |      16 |     -92 |       8 |      28 |
| 110   |  0  |      16 |       8 |       8 |      28 |
| 111   |  0  |      17 |       8 |       8 |      28 |
| 112   |  0  |      17 |       8 |       8 |      36 |
| 113   |  0  |      16 |       8 |       8 |      36 |
| 114   |  0  |      16 |       8 |       9 |      36 |
| 115   |  0  |       4 |       8 |       9 |      36 |
| 116   |  0  |       4 |       8 |       9 |      36 |
| 117   |  0  |      16 |       8 |       9 |      36 |
| 118   |  0  |      16 |       9 |       9 |      36 |
| 119   |  0  |     100 |       9 |       9 |      36 |
| 120   |  0  |     100 |     -91 |       9 |      36 |
| 121   |  0  |      18 |     -91 |       9 |      36 |
| 122   |  0  |      18 |     -91 |       9 |      36 |
| 123   |  0  |      16 |     -91 |       9 |      36 |
| 124   |  0  |      16 |       9 |       9 |      36 |
| 125   |  0  |      17 |       9 |       9 |      36 |
| 126   |  0  |      17 |       9 |       9 |      45 |
| 127   |  0  |      16 |       9 |       9 |      45 |
| 128   |  0  |      16 |       9 |      10 |      45 |
| 129   |  0  |       4 |       9 |      10 |      45 |
| 130   |  0  |       4 |       9 |      10 |      45 |
| 131   |  0  |      16 |       9 |      10 |      45 |
| 132   |  0  |      16 |      10 |      10 |      45 |
| 133   |  0  |     100 |      10 |      10 |      45 |
| 134   |  0  |     100 |     -90 |      10 |      45 |
| 135   |  0  |      18 |     -90 |      10 |      45 |
| 136   |  0  |      18 |     -90 |      10 |      45 |
| 137   |  0  |      16 |     -90 |      10 |      45 |
| 138   |  0  |      16 |      10 |      10 |      45 |
| 139   |  0  |      17 |      10 |      10 |      45 |
| 140   |  0  |      17 |      10 |      10 |      55 |
| 141   |  0  |      16 |      10 |      10 |      55 |
| 142   |  0  |      16 |      10 |      11 |      55 |
| 143   |  0  |       4 |      10 |      11 |      55 |
| 144   |  0  |       4 |      10 |      11 |      55 |
| 145   |  0  |      16 |      10 |      11 |      55 |
| 146   |  0  |      16 |      11 |      11 |      55 |
| 147   |  0  |     100 |      11 |      11 |      55 |
| 148   |  0  |     100 |     -89 |      11 |      55 |
| 149   |  0  |      18 |     -89 |      11 |      55 |
| 150   |  0  |      18 |     -89 |      11 |      55 |
| 151   |  0  |      16 |     -89 |      11 |      55 |
| 152   |  0  |      16 |      11 |      11 |      55 |
| 153   |  0  |      17 |      11 |      11 |      55 |
| 154   |  0  |      17 |      11 |      11 |      66 |
| 155   |  0  |      16 |      11 |      11 |      66 |
| 156   |  0  |      16 |      11 |      12 |      66 |
| 157   |  0  |       4 |      11 |      12 |      66 |
| 158   |  0  |       4 |      11 |      12 |      66 |
| 159   |  0  |      16 |      11 |      12 |      66 |
| 160   |  0  |      16 |      12 |      12 |      66 |
| 161   |  0  |     100 |      12 |      12 |      66 |
| 162   |  0  |     100 |     -88 |      12 |      66 |
| 163   |  0  |      18 |     -88 |      12 |      66 |
| 164   |  0  |      18 |     -88 |      12 |      66 |
| 165   |  0  |      16 |     -88 |      12 |      66 |
| 166   |  0  |      16 |      12 |      12 |      66 |
| 167   |  0  |      17 |      12 |      12 |      66 |
| 168   |  0  |      17 |      12 |      12 |      78 |
| 169   |  0  |      16 |      12 |      12 |      78 |
| 170   |  0  |      16 |      12 |      13 |      78 |
| 171   |  0  |       4 |      12 |      13 |      78 |
| 172   |  0  |       4 |      12 |      13 |      78 |
| 173   |  0  |      16 |      12 |      13 |      78 |
| 174   |  0  |      16 |      13 |      13 |      78 |
| 175   |  0  |     100 |      13 |      13 |      78 |
| 176   |  0  |     100 |     -87 |      13 |      78 |
| 177   |  0  |      18 |     -87 |      13 |      78 |
| 178   |  0  |      18 |     -87 |      13 |      78 |
| 179   |  0  |      16 |     -87 |      13 |      78 |
| 180   |  0  |      16 |      13 |      13 |      78 |
| 181   |  0  |      17 |      13 |      13 |      78 |
| 182   |  0  |      17 |      13 |      13 |      91 |
| 183   |  0  |      16 |      13 |      13 |      91 |
| 184   |  0  |      16 |      13 |      14 |      91 |
| 185   |  0  |       4 |      13 |      14 |      91 |
| 186   |  0  |       4 |      13 |      14 |      91 |
| 187   |  0  |      16 |      13 |      14 |      91 |
| 188   |  0  |      16 |      14 |      14 |      91 |
| 189   |  0  |     100 |      14 |      14 |      91 |
| 190   |  0  |     100 |     -86 |      14 |      91 |
| 191   |  0  |      18 |     -86 |      14 |      91 |
| 192   |  0  |      18 |     -86 |      14 |      91 |
| 193   |  0  |      16 |     -86 |      14 |      91 |
| 194   |  0  |      16 |      14 |      14 |      91 |
| 195   |  0  |      17 |      14 |      14 |      91 |
| 196   |  0  |      17 |      14 |      14 |     105 |
| 197   |  0  |      16 |      14 |      14 |     105 |
| 198   |  0  |      16 |      14 |      15 |     105 |
| 199   |  0  |       4 |      14 |      15 |     105 |
| 200   |  0  |       4 |      14 |      15 |     105 |
| 201   |  0  |      16 |      14 |      15 |     105 |
| 202   |  0  |      16 |      15 |      15 |     105 |
| 203   |  0  |     100 |      15 |      15 |     105 |
| 204   |  0  |     100 |     -85 |      15 |     105 |
| 205   |  0  |      18 |     -85 |      15 |     105 |
| 206   |  0  |      18 |     -85 |      15 |     105 |
| 207   |  0  |      16 |     -85 |      15 |     105 |
| 208   |  0  |      16 |      15 |      15 |     105 |
| 209   |  0  |      17 |      15 |      15 |     105 |
| 210   |  0  |      17 |      15 |      15 |     120 |
| 211   |  0  |      16 |      15 |      15 |     120 |
| 212   |  0  |      16 |      15 |      16 |     120 |
| 213   |  0  |       4 |      15 |      16 |     120 |
| 214   |  0  |       4 |      15 |      16 |     120 |
| 215   |  0  |      16 |      15 |      16 |     120 |
| 216   |  0  |      16 |      16 |      16 |     120 |
| 217   |  0  |     100 |      16 |      16 |     120 |
| 218   |  0  |     100 |     -84 |      16 |     120 |
| 219   |  0  |      18 |     -84 |      16 |     120 |
| 220   |  0  |      18 |     -84 |      16 |     120 |
| 221   |  0  |      16 |     -84 |      16 |     120 |
| 222   |  0  |      16 |      16 |      16 |     120 |
| 223   |  0  |      17 |      16 |      16 |     120 |
| 224   |  0  |      17 |      16 |      16 |     136 |
| 225   |  0  |      16 |      16 |      16 |     136 |
| 226   |  0  |      16 |      16 |      17 |     136 |
| 227   |  0  |       4 |      16 |      17 |     136 |
| 228   |  0  |       4 |      16 |      17 |     136 |
| 229   |  0  |      16 |      16 |      17 |     136 |
| 230   |  0  |      16 |      17 |      17 |     136 |
| 231   |  0  |     100 |      17 |      17 |     136 |
| 232   |  0  |     100 |     -83 |      17 |     136 |
| 233   |  0  |      18 |     -83 |      17 |     136 |
| 234   |  0  |      18 |     -83 |      17 |     136 |
| 235   |  0  |      16 |     -83 |      17 |     136 |
| 236   |  0  |      16 |      17 |      17 |     136 |
| 237   |  0  |      17 |      17 |      17 |     136 |
| 238   |  0  |      17 |      17 |      17 |     153 |
| 239   |  0  |      16 |      17 |      17 |     153 |
| 240   |  0  |      16 |      17 |      18 |     153 |
| 241   |  0  |       4 |      17 |      18 |     153 |
| 242   |  0  |       4 |      17 |      18 |     153 |
| 243   |  0  |      16 |      17 |      18 |     153 |
| 244   |  0  |      16 |      18 |      18 |     153 |
| 245   |  0  |     100 |      18 |      18 |     153 |
| 246   |  0  |     100 |     -82 |      18 |     153 |
| 247   |  0  |      18 |     -82 |      18 |     153 |
| 248   |  0  |      18 |     -82 |      18 |     153 |
| 249   |  0  |      16 |     -82 |      18 |     153 |
| 250   |  0  |      16 |      18 |      18 |     153 |
| 251   |  0  |      17 |      18 |      18 |     153 |
| 252   |  0  |      17 |      18 |      18 |     171 |
| 253   |  0  |      16 |      18 |      18 |     171 |
| 254   |  0  |      16 |      18 |      19 |     171 |
| 255   |  0  |       4 |      18 |      19 |     171 |
| 256   |  0  |       4 |      18 |      19 |     171 |
| 257   |  0  |      16 |      18 |      19 |     171 |
| 258   |  0  |      16 |      19 |      19 |     171 |
| 259   |  0  |     100 |      19 |      19 |     171 |
| 260   |  0  |     100 |     -81 |      19 |     171 |
| 261   |  0  |      18 |     -81 |      19 |     171 |
| 262   |  0  |      18 |     -81 |      19 |     171 |
| 263   |  0  |      16 |     -81 |      19 |     171 |
| 264   |  0  |      16 |      19 |      19 |     171 |
| 265   |  0  |      17 |      19 |      19 |     171 |
| 266   |  0  |      17 |      19 |      19 |     190 |
| 267   |  0  |      16 |      19 |      19 |     190 |
| 268   |  0  |      16 |      19 |      20 |     190 |
| 269   |  0  |       4 |      19 |      20 |     190 |
| 270   |  0  |       4 |      19 |      20 |     190 |
| 271   |  0  |      16 |      19 |      20 |     190 |
| 272   |  0  |      16 |      20 |      20 |     190 |
| 273   |  0  |     100 |      20 |      20 |     190 |
| 274   |  0  |     100 |     -80 |      20 |     190 |
| 275   |  0  |      18 |     -80 |      20 |     190 |
| 276   |  0  |      18 |     -80 |      20 |     190 |
| 277   |  0  |      16 |     -80 |      20 |     190 |
| 278   |  0  |      16 |      20 |      20 |     190 |
| 279   |  0  |      17 |      20 |      20 |     190 |
| 280   |  0  |      17 |      20 |      20 |     210 |
| 281   |  0  |      16 |      20 |      20 |     210 |
| 282   |  0  |      16 |      20 |      21 |     210 |
| 283   |  0  |       4 |      20 |      21 |     210 |
| 284   |  0  |       4 |      20 |      21 |     210 |
| 285   |  0  |      16 |      20 |      21 |     210 |
| 286   |  0  |      16 |      21 |      21 |     210 |
| 287   |  0  |     100 |      21 |      21 |     210 |
| 288   |  0  |     100 |     -79 |      21 |     210 |
| 289   |  0  |      18 |     -79 |      21 |     210 |
| 290   |  0  |      18 |     -79 |      21 |     210 |
| 291   |  0  |      16 |     -79 |      21 |     210 |
| 292   |  0  |      16 |      21 |      21 |     210 |
| 293   |  0  |      17 |      21 |      21 |     210 |
| 294   |  0  |      17 |      21 |      21 |     231 |
| 295   |  0  |      16 |      21 |      21 |     231 |
| 296   |  0  |      16 |      21 |      22 |     231 |
| 297   |  0  |       4 |      21 |      22 |     231 |
| 298   |  0  |       4 |      21 |      22 |     231 |
| 299   |  0  |      16 |      21 |      22 |     231 |
| 300   |  0  |      16 |      22 |      22 |     231 |
| 301   |  0  |     100 |      22 |      22 |     231 |
| 302   |  0  |     100 |     -78 |      22 |     231 |
| 303   |  0  |      18 |     -78 |      22 |     231 |
| 304   |  0  |      18 |     -78 |      22 |     231 |
| 305   |  0  |      16 |     -78 |      22 |     231 |
| 306   |  0  |      16 |      22 |      22 |     231 |
| 307   |  0  |      17 |      22 |      22 |     231 |
| 308   |  0  |      17 |      22 |      22 |     253 |
| 309   |  0  |      16 |      22 |      22 |     253 |
| 310   |  0  |      16 |      22 |      23 |     253 |
| 311   |  0  |       4 |      22 |      23 |     253 |
| 312   |  0  |       4 |      22 |      23 |     253 |
| 313   |  0  |      16 |      22 |      23 |     253 |
| 314   |  0  |      16 |      23 |      23 |     253 |
| 315   |  0  |     100 |      23 |      23 |     253 |
| 316   |  0  |     100 |     -77 |      23 |     253 |
| 317   |  0  |      18 |     -77 |      23 |     253 |
| 318   |  0  |      18 |     -77 |      23 |     253 |
| 319   |  0  |      16 |     -77 |      23 |     253 |
| 320   |  0  |      16 |      23 |      23 |     253 |
| 321   |  0  |      17 |      23 |      23 |     253 |
| 322   |  0  |      17 |      23 |      23 |     276 |
| 323   |  0  |      16 |      23 |      23 |     276 |
| 324   |  0  |      16 |      23 |      24 |     276 |
| 325   |  0  |       4 |      23 |      24 |     276 |
| 326   |  0  |       4 |      23 |      24 |     276 |
| 327   |  0  |      16 |      23 |      24 |     276 |
| 328   |  0  |      16 |      24 |      24 |     276 |
| 329   |  0  |     100 |      24 |      24 |     276 |
| 330   |  0  |     100 |     -76 |      24 |     276 |
| 331   |  0  |      18 |     -76 |      24 |     276 |
| 332   |  0  |      18 |     -76 |      24 |     276 |
| 333   |  0  |      16 |     -76 |      24 |     276 |
| 334   |  0  |      16 |      24 |      24 |     276 |
| 335   |  0  |      17 |      24 |      24 |     276 |
| 336   |  0  |      17 |      24 |      24 |     300 |
| 337   |  0  |      16 |      24 |      24 |     300 |
| 338   |  0  |      16 |      24 |      25 |     300 |
| 339   |  0  |       4 |      24 |      25 |     300 |
| 340   |  0  |       4 |      24 |      25 |     300 |
| 341   |  0  |      16 |      24 |      25 |     300 |
| 342   |  0  |      16 |      25 |      25 |     300 |
| 343   |  0  |     100 |      25 |      25 |     300 |
| 344   |  0  |     100 |     -75 |      25 |     300 |
| 345   |  0  |      18 |     -75 |      25 |     300 |
| 346   |  0  |      18 |     -75 |      25 |     300 |
| 347   |  0  |      16 |     -75 |      25 |     300 |
| 348   |  0  |      16 |      25 |      25 |     300 |
| 349   |  0  |      17 |      25 |      25 |     300 |
| 350   |  0  |      17 |      25 |      25 |     325 |
| 351   |  0  |      16 |      25 |      25 |     325 |
| 352   |  0  |      16 |      25 |      26 |     325 |
| 353   |  0  |       4 |      25 |      26 |     325 |
| 354   |  0  |       4 |      25 |      26 |     325 |
| 355   |  0  |      16 |      25 |      26 |     325 |
| 356   |  0  |      16 |      26 |      26 |     325 |
| 357   |  0  |     100 |      26 |      26 |     325 |
| 358   |  0  |     100 |     -74 |      26 |     325 |
| 359   |  0  |      18 |     -74 |      26 |     325 |
| 360   |  0  |      18 |     -74 |      26 |     325 |
| 361   |  0  |      16 |     -74 |      26 |     325 |
| 362   |  0  |      16 |      26 |      26 |     325 |
| 363   |  0  |      17 |      26 |      26 |     325 |
| 364   |  0  |      17 |      26 |      26 |     351 |
| 365   |  0  |      16 |      26 |      26 |     351 |
| 366   |  0  |      16 |      26 |      27 |     351 |
| 367   |  0  |       4 |      26 |      27 |     351 |
| 368   |  0  |       4 |      26 |      27 |     351 |
| 369   |  0  |      16 |      26 |      27 |     351 |
| 370   |  0  |      16 |      27 |      27 |     351 |
| 371   |  0  |     100 |      27 |      27 |     351 |
| 372   |  0  |     100 |     -73 |      27 |     351 |
| 373   |  0  |      18 |     -73 |      27 |     351 |
| 374   |  0  |      18 |     -73 |      27 |     351 |
| 375   |  0  |      16 |     -73 |      27 |     351 |
| 376   |  0  |      16 |      27 |      27 |     351 |
| 377   |  0  |      17 |      27 |      27 |     351 |
| 378   |  0  |      17 |      27 |      27 |     378 |
| 379   |  0  |      16 |      27 |      27 |     378 |
| 380   |  0  |      16 |      27 |      28 |     378 |
| 381   |  0  |       4 |      27 |      28 |     378 |
| 382   |  0  |       4 |      27 |      28 |     378 |
| 383   |  0  |      16 |      27 |      28 |     378 |
| 384   |  0  |      16 |      28 |      28 |     378 |
| 385   |  0  |     100 |      28 |      28 |     378 |
| 386   |  0  |     100 |     -72 |      28 |     378 |
| 387   |  0  |      18 |     -72 |      28 |     378 |
| 388   |  0  |      18 |     -72 |      28 |     378 |
| 389   |  0  |      16 |     -72 |      28 |     378 |
| 390   |  0  |      16 |      28 |      28 |     378 |
| 391   |  0  |      17 |      28 |      28 |     378 |
| 392   |  0  |      17 |      28 |      28 |     406 |
| 393   |  0  |      16 |      28 |      28 |     406 |
| 394   |  0  |      16 |      28 |      29 |     406 |
| 395   |  0  |       4 |      28 |      29 |     406 |
| 396   |  0  |       4 |      28 |      29 |     406 |
| 397   |  0  |      16 |      28 |      29 |     406 |
| 398   |  0  |      16 |      29 |      29 |     406 |
| 399   |  0  |     100 |      29 |      29 |     406 |
| 400   |  0  |     100 |     -71 |      29 |     406 |
| 401   |  0  |      18 |     -71 |      29 |     406 |
| 402   |  0  |      18 |     -71 |      29 |     406 |
| 403   |  0  |      16 |     -71 |      29 |     406 |
| 404   |  0  |      16 |      29 |      29 |     406 |
| 405   |  0  |      17 |      29 |      29 |     406 |
| 406   |  0  |      17 |      29 |      29 |     435 |
| 407   |  0  |      16 |      29 |      29 |     435 |
| 408   |  0  |      16 |      29 |      30 |     435 |
| 409   |  0  |       4 |      29 |      30 |     435 |
| 410   |  0  |       4 |      29 |      30 |     435 |
| 411   |  0  |      16 |      29 |      30 |     435 |
| 412   |  0  |      16 |      30 |      30 |     435 |
| 413   |  0  |     100 |      30 |      30 |     435 |
| 414   |  0  |     100 |     -70 |      30 |     435 |
| 415   |  0  |      18 |     -70 |      30 |     435 |
| 416   |  0  |      18 |     -70 |      30 |     435 |
| 417   |  0  |      16 |     -70 |      30 |     435 |
| 418   |  0  |      16 |      30 |      30 |     435 |
| 419   |  0  |      17 |      30 |      30 |     435 |
| 420   |  0  |      17 |      30 |      30 |     465 |
| 421   |  0  |      16 |      30 |      30 |     465 |
| 422   |  0  |      16 |      30 |      31 |     465 |
| 423   |  0  |       4 |      30 |      31 |     465 |
| 424   |  0  |       4 |      30 |      31 |     465 |
| 425   |  0  |      16 |      30 |      31 |     465 |
| 426   |  0  |      16 |      31 |      31 |     465 |
| 427   |  0  |     100 |      31 |      31 |     465 |
| 428   |  0  |     100 |     -69 |      31 |     465 |
| 429   |  0  |      18 |     -69 |      31 |     465 |
| 430   |  0  |      18 |     -69 |      31 |     465 |
| 431   |  0  |      16 |     -69 |      31 |     465 |
| 432   |  0  |      16 |      31 |      31 |     465 |
| 433   |  0  |      17 |      31 |      31 |     465 |
| 434   |  0  |      17 |      31 |      31 |     496 |
| 435   |  0  |      16 |      31 |      31 |     496 |
| 436   |  0  |      16 |      31 |      32 |     496 |
| 437   |  0  |       4 |      31 |      32 |     496 |
| 438   |  0  |       4 |      31 |      32 |     496 |
| 439   |  0  |      16 |      31 |      32 |     496 |
| 440   |  0  |      16 |      32 |      32 |     496 |
| 441   |  0  |     100 |      32 |      32 |     496 |
| 442   |  0  |     100 |     -68 |      32 |     496 |
| 443   |  0  |      18 |     -68 |      32 |     496 |
| 444   |  0  |      18 |     -68 |      32 |     496 |
| 445   |  0  |      16 |     -68 |      32 |     496 |
| 446   |  0  |      16 |      32 |      32 |     496 |
| 447   |  0  |      17 |      32 |      32 |     496 |
| 448   |  0  |      17 |      32 |      32 |     528 |
| 449   |  0  |      16 |      32 |      32 |     528 |
| 450   |  0  |      16 |      32 |      33 |     528 |
| 451   |  0  |       4 |      32 |      33 |     528 |
| 452   |  0  |       4 |      32 |      33 |     528 |
| 453   |  0  |      16 |      32 |      33 |     528 |
| 454   |  0  |      16 |      33 |      33 |     528 |
| 455   |  0  |     100 |      33 |      33 |     528 |
| 456   |  0  |     100 |     -67 |      33 |     528 |
| 457   |  0  |      18 |     -67 |      33 |     528 |
| 458   |  0  |      18 |     -67 |      33 |     528 |
| 459   |  0  |      16 |     -67 |      33 |     528 |
| 460   |  0  |      16 |      33 |      33 |     528 |
| 461   |  0  |      17 |      33 |      33 |     528 |
| 462   |  0  |      17 |      33 |      33 |     561 |
| 463   |  0  |      16 |      33 |      33 |     561 |
| 464   |  0  |      16 |      33 |      34 |     561 |
| 465   |  0  |       4 |      33 |      34 |     561 |
| 466   |  0  |       4 |      33 |      34 |     561 |
| 467   |  0  |      16 |      33 |      34 |     561 |
| 468   |  0  |      16 |      34 |      34 |     561 |
| 469   |  0  |     100 |      34 |      34 |     561 |
| 470   |  0  |     100 |     -66 |      34 |     561 |
| 471   |  0  |      18 |     -66 |      34 |     561 |
| 472   |  0  |      18 |     -66 |      34 |     561 |
| 473   |  0  |      16 |     -66 |      34 |     561 |
| 474   |  0  |      16 |      34 |      34 |     561 |
| 475   |  0  |      17 |      34 |      34 |     561 |
| 476   |  0  |      17 |      34 |      34 |     595 |
| 477   |  0  |      16 |      34 |      34 |     595 |
| 478   |  0  |      16 |      34 |      35 |     595 |
